latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,bright_t31,frp,daynight,state,area,date_time,hours,date_time_2
-16.3806,136.9998,326.3,1,1,6/08/2019,116,Terra,75,306.9,13.3,D,Northern Territory,1,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.2393,129.8426,331.2,2.1,1.4,6/08/2019,116,Terra,0,297.5,60.9,D,Northern Territory,2.94,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.2428,129.8618,325.9,2.1,1.4,6/08/2019,116,Terra,50,298.4,44.4,D,Northern Territory,2.94,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.4101,130.7991,320,1.8,1.3,6/08/2019,116,Terra,22,301.6,16.6,D,Northern Territory,2.34,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.5351,131.383,339.2,1.6,1.2,6/08/2019,116,Terra,88,304.3,59.8,D,Northern Territory,1.92,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.5375,131.3976,327.9,1.6,1.2,6/08/2019,116,Terra,65,302.3,29.2,D,Northern Territory,1.92,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.5437,131.3667,320.5,1.6,1.2,6/08/2019,116,Terra,47,302.3,16,D,Northern Territory,1.92,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.5462,131.3812,322.7,1.6,1.2,6/08/2019,116,Terra,63,301.7,19.9,D,Northern Territory,1.92,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.4743,130.7527,323.8,1.8,1.3,6/08/2019,116,Terra,71,302.4,26.5,D,Northern Territory,2.34,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.486,130.7505,319.8,1.8,1.3,6/08/2019,116,Terra,34,300.5,18.1,D,Northern Territory,2.34,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.5429,130.6148,336.8,1.8,1.3,6/08/2019,116,Terra,87,304,63.8,D,Northern Territory,2.34,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.5458,130.6317,323.5,1.8,1.3,6/08/2019,116,Terra,32,302.2,24.8,D,Northern Territory,2.34,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.5489,130.5789,354,1.8,1.3,6/08/2019,116,Terra,97,304.4,147.1,D,Northern Territory,2.34,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.5518,130.5959,375.3,1.8,1.3,6/08/2019,116,Terra,100,304.5,298.7,D,Northern Territory,2.34,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.5547,130.6127,351,1.8,1.3,6/08/2019,116,Terra,95,300.8,128.6,D,Northern Territory,2.34,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.5575,130.6293,331.7,1.8,1.3,6/08/2019,116,Terra,69,299.5,50.1,D,Northern Territory,2.34,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.5375,130.4393,328.8,1.9,1.3,6/08/2019,116,Terra,80,302,40,D,Northern Territory,2.47,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.5404,130.4567,356.3,1.9,1.3,6/08/2019,116,Terra,98,305.1,162.3,D,Northern Territory,2.47,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.5434,130.4741,351.5,1.9,1.3,6/08/2019,116,Terra,96,305.5,132.4,D,Northern Territory,2.47,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.5463,130.4914,338.1,1.9,1.3,6/08/2019,116,Terra,88,304,68.7,D,Northern Territory,2.47,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.5492,130.5085,344.3,1.8,1.3,6/08/2019,116,Terra,92,304.9,94.5,D,Northern Territory,2.34,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.5521,130.5254,359.9,1.8,1.3,6/08/2019,116,Terra,99,305.2,179.9,D,Northern Territory,2.34,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.5549,130.5423,354.3,1.8,1.3,6/08/2019,116,Terra,97,303.5,146.9,D,Northern Territory,2.34,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.5579,130.5597,340,1.8,1.3,6/08/2019,116,Terra,87,300.6,79,D,Northern Territory,2.34,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.5608,130.5768,333.6,1.8,1.3,6/08/2019,116,Terra,77,298.8,58.6,D,Northern Territory,2.34,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.5524,130.4547,353.7,1.9,1.3,6/08/2019,116,Terra,97,301.6,150.9,D,Northern Territory,2.47,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.5553,130.472,346.3,1.9,1.3,6/08/2019,116,Terra,93,302,109.3,D,Northern Territory,2.47,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.5582,130.4891,364.3,1.9,1.3,6/08/2019,116,Terra,100,303.9,211.7,D,Northern Territory,2.47,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.5611,130.5061,358.8,1.8,1.3,6/08/2019,116,Terra,99,302.9,174.6,D,Northern Territory,2.34,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.5301,130.4346,321.1,1.9,1.3,6/08/2019,116,Terra,32,302.4,17.2,D,Northern Territory,2.47,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.5332,130.4519,328.9,1.9,1.3,6/08/2019,116,Terra,78,303.2,38.6,D,Northern Territory,2.47,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.5484,130.5376,335.7,1.8,1.3,6/08/2019,116,Terra,55,304.2,59.9,D,Northern Territory,2.34,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.5545,130.5718,352.1,1.8,1.3,6/08/2019,116,Terra,96,302.5,139.9,D,Northern Territory,2.34,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.5576,130.5889,338.3,1.8,1.3,6/08/2019,116,Terra,88,300.2,80.4,D,Northern Territory,2.34,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.5606,130.6058,322.9,1.8,1.3,6/08/2019,116,Terra,73,298.5,33.1,D,Northern Territory,2.34,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.5452,130.4499,358.5,1.9,1.3,6/08/2019,116,Terra,99,303.6,176.9,D,Northern Territory,2.47,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.5483,130.4672,364.2,1.9,1.3,6/08/2019,116,Terra,100,304.9,213,D,Northern Territory,2.47,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.5513,130.4845,347.8,1.9,1.3,6/08/2019,116,Terra,91,304.5,111.1,D,Northern Territory,2.47,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.5543,130.5015,343,1.8,1.3,6/08/2019,116,Terra,73,304.7,89.3,D,Northern Territory,2.34,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.5573,130.5184,359.4,1.8,1.3,6/08/2019,116,Terra,99,303.8,179.7,D,Northern Territory,2.34,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.5603,130.5352,336.6,1.8,1.3,6/08/2019,116,Terra,75,300.9,70,D,Northern Territory,2.34,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.5634,130.5527,332.3,1.8,1.3,6/08/2019,116,Terra,81,299.1,57.8,D,Northern Territory,2.34,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.5632,130.4823,348.9,1.9,1.3,6/08/2019,116,Terra,92,301,121.4,D,Northern Territory,2.47,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.5662,130.499,347.7,1.8,1.3,6/08/2019,116,Terra,94,300.5,117.2,D,Northern Territory,2.34,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.6287,130.5061,314.1,1.8,1.3,6/08/2019,116,Terra,38,299,13.1,D,Northern Territory,2.34,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.6723,130.5091,317,1.8,1.3,6/08/2019,116,Terra,60,300.7,16,D,Northern Territory,2.34,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-16.7718,136.9102,327.4,1,1,6/08/2019,116,Terra,77,306.2,15.3,D,Northern Territory,1,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-16.7809,136.9089,323.3,1,1,6/08/2019,116,Terra,71,306.6,11.5,D,Northern Territory,1,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-16.7822,136.9184,322.8,1,1,6/08/2019,116,Terra,70,307.7,10.9,D,Northern Territory,1,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-12.7475,131.5956,387.1,1.7,1.3,6/08/2019,116,Terra,100,306.6,387.6,D,Northern Territory,2.21,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-12.7502,131.6113,361.3,1.7,1.3,6/08/2019,116,Terra,100,305.3,176.9,D,Northern Territory,2.21,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-12.7591,131.5937,362.9,1.7,1.3,6/08/2019,116,Terra,100,302.6,186.5,D,Northern Territory,2.21,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-12.7617,131.6094,337.8,1.7,1.3,6/08/2019,116,Terra,87,302.2,65.9,D,Northern Territory,2.21,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-12.6691,130.8793,319.5,2,1.4,6/08/2019,116,Terra,51,298.9,23.1,D,Northern Territory,2.8,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-13.2238,133.7711,341.6,1.2,1.1,6/08/2019,116,Terra,90,301.4,47.8,D,Northern Territory,1.32,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.2161,130.3945,368.1,1.9,1.3,6/08/2019,116,Terra,100,299.1,263.3,D,Northern Territory,2.47,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.2024,130.0203,324.2,2,1.4,6/08/2019,116,Terra,32,300.2,31.7,D,Northern Territory,2.8,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.2463,130.2784,327.8,1.9,1.4,6/08/2019,116,Terra,67,299.7,45.9,D,Northern Territory,2.66,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.2034,130.0136,324.9,2,1.4,6/08/2019,116,Terra,54,300,37.5,D,Northern Territory,2.8,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.2522,130.2891,325.3,1.9,1.4,6/08/2019,116,Terra,67,297.9,42.9,D,Northern Territory,2.66,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-16.3314,137.0463,334,1,1,6/08/2019,116,Terra,83,307.3,23.1,D,Northern Territory,1,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-16.3328,137.0559,345.3,1,1,6/08/2019,116,Terra,92,308.5,42.9,D,Northern Territory,1,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-16.3391,137.0353,324.6,1,1,6/08/2019,116,Terra,60,308.1,10.5,D,Northern Territory,1,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.2423,129.8679,324.6,2.1,1.4,6/08/2019,116,Terra,75,298.3,42.2,D,Northern Territory,2.94,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-13.2255,133.7823,336.3,1.2,1.1,6/08/2019,116,Terra,86,302.1,35.8,D,Northern Territory,1.32,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-13.2273,133.7935,327.4,1.2,1.1,6/08/2019,116,Terra,78,302,19.9,D,Northern Territory,1.32,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-13.229,133.8046,337,1.2,1.1,6/08/2019,116,Terra,87,302.3,37.6,D,Northern Territory,1.32,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-14.7516,144.2951,309.2,2.8,1.6,6/08/2019,116,Terra,57,285,20.6,D,Queensland,4.48,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-13.4679,132.1178,324,1.5,1.2,6/08/2019,116,Terra,47,304.2,18.7,D,Northern Territory,1.8,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-13.4899,132.114,324.7,1.5,1.2,6/08/2019,116,Terra,40,305,19.4,D,Northern Territory,1.8,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.699,143.1099,315.5,2.4,1.5,6/08/2019,116,Terra,62,288.9,29.9,D,Queensland,3.6,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-14.0767,130.6629,317,1.9,1.4,6/08/2019,116,Terra,50,300.7,13.7,D,Northern Territory,2.66,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-14.3102,130.7349,325.9,1.9,1.3,6/08/2019,116,Terra,73,300.1,33.7,D,Northern Territory,2.47,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-14.3028,130.7304,321.8,1.9,1.3,6/08/2019,116,Terra,49,301.2,23,D,Northern Territory,2.47,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-14.3238,130.7092,340.1,1.9,1.3,6/08/2019,116,Terra,89,300.4,84.4,D,Northern Territory,2.47,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-14.3569,130.6857,323.2,1.9,1.3,6/08/2019,116,Terra,72,300.1,31.3,D,Northern Territory,2.47,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-14.3121,129.7355,325.8,2.2,1.4,6/08/2019,116,Terra,76,300.1,52,D,Northern Territory,3.08,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-14.3097,129.7299,326.2,2.2,1.4,6/08/2019,116,Terra,77,300.1,53.6,D,Northern Territory,3.08,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-14.5751,130.6678,322.1,1.9,1.3,6/08/2019,116,Terra,45,301.1,21.5,D,Northern Territory,2.47,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-14.5796,130.6603,320.9,1.9,1.3,6/08/2019,116,Terra,43,301.6,18.6,D,Northern Territory,2.47,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-14.5826,130.6777,321.5,1.9,1.3,6/08/2019,116,Terra,39,301.4,21.7,D,Northern Territory,2.47,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-14.5946,130.6757,327,1.9,1.3,6/08/2019,116,Terra,57,301.4,33.4,D,Northern Territory,2.47,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-14.5977,130.6933,343.2,1.9,1.3,6/08/2019,116,Terra,91,300.6,94.3,D,Northern Territory,2.47,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-14.6365,130.7043,320.9,1.9,1.3,6/08/2019,116,Terra,22,300.6,21.7,D,Northern Territory,2.47,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.7129,137.0264,346.8,1,1,6/08/2019,116,Terra,93,302.7,48.9,D,Northern Territory,1,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.7143,137.0359,346.4,1,1,6/08/2019,116,Terra,93,303.3,48.6,D,Northern Territory,1,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.7947,137.0855,320,1,1,6/08/2019,116,Terra,45,301.2,8.5,D,Northern Territory,1,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-14.795,130.6969,318.2,1.8,1.3,6/08/2019,116,Terra,40,300.1,16,D,Northern Territory,2.34,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-14.804,130.6776,317,1.9,1.3,6/08/2019,116,Terra,45,300.6,12.9,D,Northern Territory,2.47,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-14.8069,130.6944,337.1,1.8,1.3,6/08/2019,116,Terra,87,300.9,72.1,D,Northern Territory,2.34,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.1217,130.5956,316.5,1.9,1.3,6/08/2019,116,Terra,48,301.4,11.2,D,Northern Territory,2.47,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.2396,131.2072,318.6,1.7,1.3,6/08/2019,116,Terra,52,303.7,12.7,D,Northern Territory,2.21,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.2422,131.2224,318.7,1.7,1.3,6/08/2019,116,Terra,53,301.2,14,D,Northern Territory,2.21,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.2716,131.3263,334,1.6,1.3,6/08/2019,116,Terra,84,301.6,49.2,D,Northern Territory,2.08,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.1487,130.5382,317.9,1.9,1.3,6/08/2019,116,Terra,47,302.2,15.5,D,Northern Territory,2.47,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.1514,130.5538,318.8,1.9,1.3,6/08/2019,116,Terra,54,301.3,17,D,Northern Territory,2.47,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.1488,130.467,324.8,1.9,1.3,6/08/2019,116,Terra,75,302.1,30.8,D,Northern Territory,2.47,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.2916,131.3074,343.6,1.6,1.3,6/08/2019,116,Terra,91,304.9,82.2,D,Northern Territory,2.08,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.2941,131.3224,325.5,1.6,1.3,6/08/2019,116,Terra,75,302,28.3,D,Northern Territory,2.08,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.3003,131.2903,345.7,1.6,1.3,6/08/2019,116,Terra,92,303.6,90.2,D,Northern Territory,2.08,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.3028,131.3054,350.7,1.6,1.3,6/08/2019,116,Terra,95,302.4,111.7,D,Northern Territory,2.08,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.1699,130.4452,327.4,1.9,1.3,6/08/2019,116,Terra,36,303,35.5,D,Northern Territory,2.47,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.2938,131.1816,317.3,1.7,1.3,6/08/2019,116,Terra,50,301.4,13.1,D,Northern Territory,2.21,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.179,130.4255,344.8,1.9,1.3,6/08/2019,116,Terra,92,305.8,100.4,D,Northern Territory,2.47,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.1819,130.443,343.5,1.9,1.3,6/08/2019,116,Terra,91,303.2,97.6,D,Northern Territory,2.47,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.2949,131.1176,326,1.7,1.3,6/08/2019,116,Terra,46,303.4,25.9,D,Northern Territory,2.21,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.2942,131.1914,317.4,1.7,1.3,6/08/2019,116,Terra,40,301.2,13.2,D,Northern Territory,2.21,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.1741,130.4385,324.8,1.9,1.3,6/08/2019,116,Terra,41,303,29,D,Northern Territory,2.47,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.1772,130.4559,322.4,1.9,1.3,6/08/2019,116,Terra,43,301.1,24.9,D,Northern Territory,2.47,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.1768,130.3836,319.9,1.9,1.4,6/08/2019,116,Terra,61,302.5,16.7,D,Northern Territory,2.66,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.183,130.4188,361.7,1.9,1.3,6/08/2019,116,Terra,100,306.2,199,D,Northern Territory,2.47,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.1861,130.4364,375.5,1.9,1.3,6/08/2019,116,Terra,100,305.8,316.3,D,Northern Territory,2.47,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.3009,131.0945,338.7,1.7,1.3,6/08/2019,116,Terra,88,305.1,66.3,D,Northern Territory,2.21,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.3035,131.11,334.4,1.7,1.3,6/08/2019,116,Terra,84,303.1,50.2,D,Northern Territory,2.21,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.3089,131.141,323.8,1.7,1.3,6/08/2019,116,Terra,56,302.4,24,D,Northern Territory,2.21,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.192,130.3991,327.9,1.9,1.3,6/08/2019,116,Terra,58,296.3,34.5,D,Northern Territory,2.47,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.1951,130.4167,370,1.9,1.3,6/08/2019,116,Terra,100,301,264.8,D,Northern Territory,2.47,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.1982,130.4342,333.6,1.9,1.3,6/08/2019,116,Terra,75,300.2,57.3,D,Northern Territory,2.47,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.307,131.0616,337.8,1.7,1.3,6/08/2019,116,Terra,87,303,65.7,D,Northern Territory,2.21,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.3097,131.0771,367.1,1.7,1.3,6/08/2019,116,Terra,100,304.6,210.3,D,Northern Territory,2.21,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.3123,131.0925,354.9,1.7,1.3,6/08/2019,116,Terra,97,302.6,136.7,D,Northern Territory,2.21,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.1979,130.3615,325.2,1.9,1.4,6/08/2019,116,Terra,41,299.6,35,D,Northern Territory,2.66,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.201,130.3792,357.9,1.9,1.4,6/08/2019,116,Terra,99,301,184.2,D,Northern Territory,2.66,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.2041,130.3968,377.9,1.9,1.3,6/08/2019,116,Terra,100,299.2,346.6,D,Northern Territory,2.47,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.2072,130.4144,337.6,1.9,1.3,6/08/2019,116,Terra,87,298.9,76,D,Northern Territory,2.47,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-15.2131,130.3768,384.4,1.9,1.4,6/08/2019,116,Terra,100,300.6,427.6,D,Northern Territory,2.66,6/08/2019 01:16:00,01:00,2019/8/6 1:16
-16.0782,126.0677,316.8,3.9,1.8,6/08/2019,117,Terra,62,298.5,64,D,Western Australia,7.02,6/08/2019 01:17:00,01:00,2019/8/6 1:17
-16.1979,126.0365,319.1,3.9,1.8,6/08/2019,117,Terra,67,299.2,75.4,D,Western Australia,7.02,6/08/2019 01:17:00,01:00,2019/8/6 1:17
-16.1815,126.04,316.4,3.9,1.8,6/08/2019,117,Terra,59,299.8,55.6,D,Western Australia,7.02,6/08/2019 01:17:00,01:00,2019/8/6 1:17
-16.0832,126.0593,318.6,3.9,1.8,6/08/2019,117,Terra,65,298.5,71.4,D,Western Australia,7.02,6/08/2019 01:17:00,01:00,2019/8/6 1:17
-18.3757,126.6021,313.2,3.2,1.7,6/08/2019,117,Terra,29,301.3,24.8,D,Western Australia,5.44,6/08/2019 01:17:00,01:00,2019/8/6 1:17
-16.1872,126.0332,320.1,3.9,1.8,6/08/2019,117,Terra,69,300.2,82.3,D,Western Australia,7.02,6/08/2019 01:17:00,01:00,2019/8/6 1:17
-23.2358,138.1874,333.1,1.3,1.2,6/08/2019,118,Terra,84,302.7,38.3,D,Queensland,1.56,6/08/2019 01:18:00,01:00,2019/8/6 1:18
-25.5204,131.9539,312.7,1.1,1,6/08/2019,119,Terra,58,298.2,6.6,D,Northern Territory,1.1,6/08/2019 01:19:00,01:00,2019/8/6 1:19
-32.1003,134.8151,320,1.1,1.1,6/08/2019,121,Terra,73,286.4,18.1,D,South Australia,1.21,6/08/2019 01:21:00,01:00,2019/8/6 1:21
-32.5512,151.6926,309.1,1.1,1.1,6/08/2019,359,Aqua,67,295.4,8.2,D,New South Wales,1.21,6/08/2019 03:59:00,03:00,2019/8/6 3:59
-34.5658,150.2917,306.4,1,1,6/08/2019,359,Aqua,63,290.5,6.8,D,New South Wales,1,6/08/2019 03:59:00,03:00,2019/8/6 3:59
-34.4672,150.8846,315.3,1,1,6/08/2019,359,Aqua,66,296.1,10.9,D,New South Wales,1,6/08/2019 03:59:00,03:00,2019/8/6 3:59
-35.02,145.6338,335.8,1.3,1.1,6/08/2019,359,Aqua,90,292.9,54.6,D,New South Wales,1.43,6/08/2019 03:59:00,03:00,2019/8/6 3:59
-35.0217,145.6189,312.4,1.3,1.1,6/08/2019,359,Aqua,72,292.2,14.9,D,New South Wales,1.43,6/08/2019 03:59:00,03:00,2019/8/6 3:59
-35.0096,145.6321,336.3,1.3,1.1,6/08/2019,359,Aqua,90,292.2,54.9,D,New South Wales,1.43,6/08/2019 03:59:00,03:00,2019/8/6 3:59
-35.0112,145.6173,327.2,1.3,1.1,6/08/2019,359,Aqua,85,292.3,36.2,D,New South Wales,1.43,6/08/2019 03:59:00,03:00,2019/8/6 3:59
-35.5465,138.2766,314.6,3.9,1.8,6/08/2019,359,Aqua,75,283.9,110.1,D,South Australia,7.02,6/08/2019 03:59:00,03:00,2019/8/6 3:59
-35.5487,138.2305,302.5,3.9,1.8,6/08/2019,359,Aqua,52,281.8,50.7,D,South Australia,7.02,6/08/2019 03:59:00,03:00,2019/8/6 3:59
-35.5588,138.2695,307.2,3.9,1.8,6/08/2019,359,Aqua,65,281,66.6,D,South Australia,7.02,6/08/2019 03:59:00,03:00,2019/8/6 3:59
-35.542,138.2681,308.5,3.9,1.8,6/08/2019,359,Aqua,63,283.8,72.4,D,South Australia,7.02,6/08/2019 03:59:00,03:00,2019/8/6 3:59
-34.4066,149.6103,302.3,1,1,6/08/2019,359,Aqua,51,288,5.3,D,New South Wales,1,6/08/2019 03:59:00,03:00,2019/8/6 3:59
-34.3248,147.2488,303.4,1.1,1.1,6/08/2019,359,Aqua,53,292.5,3.9,D,New South Wales,1.21,6/08/2019 03:59:00,03:00,2019/8/6 3:59
-33.7463,149.0791,314.3,1,1,6/08/2019,359,Aqua,75,290.2,13.3,D,New South Wales,1,6/08/2019 03:59:00,03:00,2019/8/6 3:59
-33.2077,149.3157,335.9,1,1,6/08/2019,359,Aqua,90,293.2,35.8,D,New South Wales,1,6/08/2019 03:59:00,03:00,2019/8/6 3:59
-33.2092,149.3049,325.6,1,1,6/08/2019,359,Aqua,83,294.1,22.1,D,New South Wales,1,6/08/2019 03:59:00,03:00,2019/8/6 3:59
-33.9631,142.6272,311.4,2,1.4,6/08/2019,359,Aqua,65,297.2,18.1,D,New South Wales,2.8,6/08/2019 03:59:00,03:00,2019/8/6 3:59
-33.961,142.6197,310.8,2,1.4,6/08/2019,359,Aqua,63,297.4,18.5,D,New South Wales,2.8,6/08/2019 03:59:00,03:00,2019/8/6 3:59
-33.4228,147.1483,307,1.1,1,6/08/2019,359,Aqua,50,296.4,4.1,D,New South Wales,1.1,6/08/2019 03:59:00,03:00,2019/8/6 3:59
-33.4243,147.1364,311.1,1.1,1,6/08/2019,359,Aqua,65,296.8,7.4,D,New South Wales,1.1,6/08/2019 03:59:00,03:00,2019/8/6 3:59
-32.7944,151.2068,309.8,1.1,1,6/08/2019,359,Aqua,69,292,10.2,D,New South Wales,1.1,6/08/2019 03:59:00,03:00,2019/8/6 3:59
-33.2753,147.5227,307.3,1.1,1,6/08/2019,359,Aqua,44,296.8,3.6,D,New South Wales,1.1,6/08/2019 03:59:00,03:00,2019/8/6 3:59
-33.4071,145.4869,310.9,1.3,1.1,6/08/2019,359,Aqua,62,299.2,9.2,D,New South Wales,1.43,6/08/2019 03:59:00,03:00,2019/8/6 3:59
-32.8153,149.3581,303.4,1,1,6/08/2019,359,Aqua,38,292.3,4.5,D,New South Wales,1,6/08/2019 03:59:00,03:00,2019/8/6 3:59
-33.1256,146.9858,326.4,1.1,1.1,6/08/2019,359,Aqua,82,298.6,22.8,D,New South Wales,1.21,6/08/2019 03:59:00,03:00,2019/8/6 3:59
-33.1271,146.9738,319.8,1.1,1.1,6/08/2019,359,Aqua,76,298.1,14.7,D,New South Wales,1.21,6/08/2019 03:59:00,03:00,2019/8/6 3:59
-33.1626,146.6076,310.7,1.1,1.1,6/08/2019,359,Aqua,61,299.8,6.1,D,New South Wales,1.21,6/08/2019 03:59:00,03:00,2019/8/6 3:59
-32.4179,151.4598,335.1,1.1,1,6/08/2019,359,Aqua,89,298.7,37.1,D,New South Wales,1.1,6/08/2019 03:59:00,03:00,2019/8/6 3:59
